page,institution,sn,programme,code,admission_requirements,minimum_points,capacity,duration_years,problems
118,"Kampala International University in Tanzania (KIUT), Dar es Salaam",11.,Bachelor of Business Administration (Procurement),KUC13,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,180,3,
118,"Kampala International University in Tanzania (KIUT), Dar es Salaam",12.,Bachelor of Business Administration (Commerce),KUC14,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3,
118,"Kampala International University in Tanzania (KIUT), Dar es Salaam",13.,Bachelor of Science with Education,KUC18,"Two principal passes in the following subjects: Biology, Chemistry and Advanced Mathematics",4.0,40,3,
119,"Kairuki University (KU), Dar es Salaam",1.,Doctor of Medicine,KU001,"Three principal passes in Physics, Chemistry and Biology with a minimum of 6 points: A minimum of D grade in Chemistry, Biology and Physics.",6.0,123,5,
121,"Karume Institute of Science and Technology (KIST), Zanzibar",1.,Bachelor of Engineering in Aircraft Maintenance,KIS01,"Two principal passes in Advanced Mathematics and Physics. Applicants without a principal pass in Chemistry must have at least a subsidiary pass in Chemistry at A-Level or a credit pass in Chemistry at O- Level. In addition, an applicant must have a credit in Physics or Mathematics at O-Level.",4.0,25,4,
121,"Karume Institute of Science and Technology (KIST), Zanzibar",2.,Bachelor of Civil Engineering,KIS03,Two principal passes in Physics and Advanced Mathematics.,4.0,25,4,
121,"Karume Institute of Science and Technology (KIST), Zanzibar",3.,Bachelor of Electrical and Electronics Engineering,KIS04,Two principal passes in Physics and Advanced Mathematics.,4.0,25,4,
121,"Karume Institute of Science and Technology (KIST), Zanzibar",4.,Bachelor of Telecommunication and Networking Engineering,KIS05,Two principal passes in Physics and Advanced Mathematics.,4.0,25,4,
122,"KCMC University, Kilimanjaro",1.,Bachelor of Science in Health Laboratory,KC001,"Three principal passes in Physics, Chemistry and Biology with a minimum of 6 points: A minimum of C grade in Chemistry and D grade in Biology and at least E grade in Physics.",6.0,96,3,
122,"KCMC University, Kilimanjaro",2.,Bachelor of Science in Physiotherapy,KC002,"Three principal passes in Physics, Chemistry and Biology with a minimum of 6 points: A minimum of C grade in Chemistry and D grade in Biology and at least E grade in Physics.",6.0,50,4,
122,"KCMC University, Kilimanjaro",3.,Bachelor of Science in Prosthetics and Orthotics,KC003,Three principal passes of at least a “C” grade in Chemistry “D” grade in Biology and “E” grade in Physics/Mathematics and a minimum point aggregate of 6.,6.0,20,4,
122,"KCMC University, Kilimanjaro",4.,Doctor of Medicine,KC004,"Three principal passes in Physics, Chemistry and Biology with a minimum of 6 points: A minimum of D grade in Chemistry, Biology and Physics.",6.0,200,5,
122,"KCMC University, Kilimanjaro",5.,Bachelor of Science in Nursing,KC005,"Three principal passes in Chemistry, Biology and either Physics or Mathematics or Nutrition with a minimum of 6 points; i.e., an applicant must have at least C grade in Chemistry and at least D grade in Biology and E grade in Physics or Mathematics or Nutrition.",6.0,43,4,
123,"KCMC University, Kilimanjaro",6.,Bachelor of Science in Occupational Therapy,KC006,"Three principal passes in Physics, Chemistry and Biology with a minimum of 6 points: A minimum of C grade in Chemistry and D grade in Biology and at least E grade in either Physics or Mathematics or Geography or Nutrition.",6.0,10,4,
124,"Kizumbi Institute of Co-operative and Business Education (KICoB), Shinyanga",1.,Bachelor of Accounting with Cooperative Management,KIC01,"Two principal passes in the following subjects: Accountancy, Commerce, Economics, Mathematics, Geography, Physics, Biology, and Chemistry.",4.0,150,3,
124,"Kizumbi Institute of Co-operative and Business Education (KICoB), Shinyanga",2.,Bachelor of Business Administration with Information Systems,KIC02,"Two principal passes in the following subjects; Accountancy, Economics, Advanced Mathematics, Agriculture, Commerce, Computer Science, Business Studies, Geography, Biology, Chemistry, Physics and Computer Science.",4.0,80,3,
125,"Local Government Training Institute (LGTI), Dodoma",1.,Bachelor Degree in Local Government Administration and Management,LGT01,"Two principal passes in the following subjects: Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, Advanced Mathematics, Commerce, Economics, History, Accountancy, English Language or Kiswahili.",4.0,100,3,
125,"Local Government Training Institute (LGTI), Dodoma",2.,Bachelor of Community Development,LGT02,"Two principal passes in the following subjects: Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, Advanced Mathematics, Commerce, Economics, History, Accountancy, English Language or Kiswahili.",4.0,100,3,
125,"Local Government Training Institute (LGTI), Dodoma",3.,Bachelor Degree in Human Resource Management,LGT03,"Two Principal passes in Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, Mathematics, Environment, Tourism, Commerce, Economics, History, English Language or Kiswahili.",4.0,100,3,
125,"Local Government Training Institute (LGTI), Dodoma",4.,Bachelor Degree in Accounting and Finance,LGT04,"Two Principal Passes in The Following Subjects: Accountancy, Commerce, Economics, Advanced Mathematics, Computer Science, Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, History, English Language, Kiswahili, French, Chinese and Arabic.",4.0,100,3,
126,"Marian University College (MARUCo), Bagamoyo",1.,Bachelor of Science in Mathematics and Statistics,MAR001,"Two principal passes one of which must be Advanced Mathematics and the other Geography, Economics, Computer Science, Physics or Chemistry.",4.0,30,3,
126,"Marian University College (MARUCo), Bagamoyo",2.,Bachelor of Science with Education,MAR009,"Two principal passes in the following subjects: Physics, Advanced Mathematics, Geography, Chemistry or Biology.",4.0,100,3,
126,"Marian University College (MARUCo), Bagamoyo",3.,Bachelor of Arts with Education,MAR010,"Two principal passes in the following subjects: History, Geography, Kiswahili, Advanced Mathematics, Economics or English.",4.0,150,3,
126,"Marian University College (MARUCo), Bagamoyo",4.,Bachelor of Arts in Economics and Applied Statistics,MAR011,"Two principal passes in the following subjects: Advanced Mathematics, Economics, Geography, History, Commerce, Accountancy, Physics, Chemistry or Biology. If one of the principal passes is not in Advanced Mathematics an applicant must have at least a subsidiary pass in Advanced Mathematics or Basic Applied Mathematics or a minimum of “D” grade in Basic Mathematics at O-Level.",4.0,40,3,
127,"Mbeya University of Science and Technology (MUST), Mbeya",1.,Bachelor of Business Administration,MB001,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Art, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,160,3,
127,"Mbeya University of Science and Technology (MUST), Mbeya",2.,Bachelor of Civil Engineering,MB002,"Two principal passes in Advanced Mathematics and Physics at a minimum of “D” grade. In addition, an applicant must have a minimum of “D” grade in Physics, Chemistry and Mathematics at O-Level.",4.0,250,4,
127,"Mbeya University of Science and Technology (MUST), Mbeya",3.,Bachelor of Technology in Architecture,MB004,"Two principal passes at least “D” grade in Advanced Mathematics and Physics or Chemistry or Geography. in addition, an applicant must have minimum pass of “D” grade in Mathematics, Physics, Chemistry/Geography at O level.",4.0,80,4,
128,"Mbeya University of Science and Technology (MUST), Mbeya",4.,Bachelor of Mechanical Engineering,MB005,"Two principal passes in Advanced Mathematics and Physics at a minimum of “D” grade. In addition, an applicant must have a minimum of “D” grade in Physics, Chemistry and Mathematics at O-Level.",4.0,100,4,
128,"Mbeya University of Science and Technology (MUST), Mbeya",5.,Bachelor of Computer Engineering and Technology,MB006,Two principal passes in Mathematics and Physics or Chemistry / Computer Science.,4.0,100,4,
128,"Mbeya University of Science and Technology (MUST), Mbeya",6.,Bachelor of Science with Education,MB007,"Two principal passes in the following subjects: Physics, Advanced Mathematics, Chemistry, Computer Science or Biology at a minimum of “D” grade.",4.0,200,3,
128,"Mbeya University of Science and Technology (MUST), Mbeya",7.,Bachelor of Laboratory Sciences and Technology,MB008,"Two principal passes in Biology and either Chemistry or Physics at a minimum of “D” grade. In addition, an applicant must have a minimum of “D” grade in Basic Mathematics, Physics, Chemistry and Biology at O-Level.",4.0,200,3,
128,"Mbeya University of Science and Technology (MUST), Mbeya",8.,Bachelor of Science in Telecommunication Engineering,MB009,Two principal passes in Advanced Mathematics and Physics at a minimum of “D” grade.,4.0,100,4,
129,"Mbeya University of Science and Technology (MUST), Mbeya",9.,Bachelor of Computer Science,MB010,"Two principal passes of Advanced Mathematics and Physics or Chemistry at a minimum of “D” grade. In addition, an applicant must have a minimum pass of “D” grade in Basic Mathematics and English at O- level.",4.0,100,3,
129,"Mbeya University of Science and Technology (MUST), Mbeya",10.,Bachelor of Science in Information and Communication Technology,MB011,"Two Principal passes in the following subjects: Advanced Mathematics, Physics, Geography, Biology, Chemistry and Economics at a minimum of “D” grade. In addition, an applicant must have a minimum pass of “D” grade in Basic Mathematics and English at O- level",4.0,150,3,
129,"Mbeya University of Science and Technology (MUST), Mbeya",11.,Bachelor of Technical Education in Electrical and Electronics Engineering,MB012,Two principal passes (D and above) of a minimum in Physics and Mathematics. Those without at least E grade in Chemistry at ‘A’ level must have credit at ‘’O’’ level,4.0,100,4,
130,"Mbeya University of Science and Technology (MUST), Mbeya",12.,Bachelor of Technical Education in Mechanical Engineering,MB013,Two principal passes (D and above) of a minimum in Physics and Mathematics. Those without at least E grade in Chemistry at ‘A’ level must have credit at ‘O’ level.,4.0,100,4,
130,"Mbeya University of Science and Technology (MUST), Mbeya",13.,Bachelor of Technical Education in Civil Engineering,MB014,Two principal passes (D and above) of a minimum in Physics and Mathematics. Those without at least E grade in Chemistry at ‘A’ level must have credit at ‘O’ level.,4.0,100,4,
130,"Mbeya University of Science and Technology (MUST), Mbeya",14.,Bachelor of Technical Education in Architectural Technology,MB015,Two principal passes of at least a “D” grade in Physics and Advanced Mathematics .,4.0,100,4,
